2025-02-01,Estrela,112,PSD,219,PS,44,IL,34,L,30,CH,30,PAN
2025-02-02,Estrela,262,PSD,549,PS,105,IL,86,L,74,CH,72,PAN
2025-02-03,Estrela,180,PSD,353,PS,72,IL,55,L,49,CH,47,PAN
2025-02-04,Estrela,388,PSD,791,PS,163,IL,123,L,107,CH,108,PAN
2025-02-05,Estrela,553,PSD,1150,PS,220,IL,177,L,147,CH,152,PAN
2025-02-06,Estrela,856,PSD,1776,PS,369,IL,283,L,237,CH,241,PAN
2025-02-07,Estrela,1684,PSD,3417,PS,690,IL,534,L,453,CH,453,PAN
2025-02-08,Estrela,1803,PSD,3629,PS,719,IL,575,L,500,CH,496,PAN
2025-02-09,Estrela,1909,PSD,3742,PS,759,IL,609,L,510,CH,523,PAN
2025-02-10,Estrela,2237,PSD,4599,PS,924,IL,696,L,615,CH,582,PAN
2025-02-01,Misericórdia,127,PSD,206,PS,58,IL,40,L,25,CH,20,PAN
2025-02-02,Misericórdia,291,PSD,493,PS,145,IL,98,L,61,CH,47,PAN
2025-02-03,Misericórdia,197,PSD,329,PS,97,IL,62,L,39,CH,33,PAN
2025-02-04,Misericórdia,449,PSD,767,PS,216,IL,145,L,88,CH,74,PAN
2025-02-05,Misericórdia,608,PSD,1030,PS,305,IL,205,L,123,CH,98,PAN
2025-02-06,Misericórdia,1027,PSD,1674,PS,472,IL,324,L,195,CH,157,PAN
2025-02-07,Misericórdia,1920,PSD,3149,PS,888,IL,601,L,374,CH,308,PAN
2025-02-08,Misericórdia,2110,PSD,3364,PS,966,IL,670,L,402,CH,326,PAN
2025-02-09,Misericórdia,2176,PSD,3604,PS,1008,IL,678,L,436,CH,335,PAN
2025-02-10,Misericórdia,2472,PSD,4242,PS,1184,IL,812,L,512,CH,405,PAN
2025-02-01,Santa Maria Maior,246,PSD,150,PS,39,IL,20,L,49,CH,25,PAN
2025-02-02,Santa Maria Maior,596,PSD,366,PS,95,IL,49,L,122,CH,60,PAN
2025-02-03,Santa Maria Maior,412,PSD,236,PS,65,IL,32,L,82,CH,39,PAN
2025-02-04,Santa Maria Maior,892,PSD,531,PS,142,IL,70,L,181,CH,90,PAN
2025-02-05,Santa Maria Maior,1228,PSD,751,PS,200,IL,100,L,256,CH,129,PAN
2025-02-06,Santa Maria Maior,2049,PSD,1205,PS,313,IL,157,L,399,CH,194,PAN
2025-02-07,Santa Maria Maior,3739,PSD,2246,PS,592,IL,305,L,755,CH,372,PAN
2025-02-08,Santa Maria Maior,4192,PSD,2476,PS,656,IL,329,L,839,CH,399,PAN
2025-02-09,Santa Maria Maior,4129,PSD,2499,PS,670,IL,335,L,869,CH,431,PAN
2025-02-10,Santa Maria Maior,4963,PSD,2921,PS,820,IL,405,L,997,CH,504,PAN
2025-02-01,Belém,274,PSD,123,PS,80,IL,15,L,40,CH,29,PAN
2025-02-02,Belém,673,PSD,301,PS,195,IL,35,L,93,CH,71,PAN
2025-02-03,Belém,452,PSD,201,PS,124,IL,24,L,66,CH,48,PAN
2025-02-04,Belém,990,PSD,446,PS,286,IL,53,L,140,CH,106,PAN
2025-02-05,Belém,1359,PSD,628,PS,392,IL,74,L,204,CH,150,PAN
2025-02-06,Belém,2232,PSD,981,PS,644,IL,120,L,316,CH,240,PAN
2025-02-07,Belém,4042,PSD,1842,PS,1193,IL,222,L,593,CH,437,PAN
2025-02-08,Belém,4616,PSD,2070,PS,1290,IL,248,L,644,CH,483,PAN
2025-02-09,Belém,4589,PSD,2106,PS,1400,IL,249,L,692,CH,496,PAN
2025-02-10,Belém,5510,PSD,2541,PS,1598,IL,292,L,782,CH,602,PAN
2025-02-01,São Vicente,146,PSD,222,PS,56,IL,30,L,30,CH,41,PAN
2025-02-02,São Vicente,360,PSD,529,PS,129,IL,71,L,71,CH,97,PAN
2025-02-03,São Vicente,237,PSD,363,PS,85,IL,47,L,49,CH,65,PAN
2025-02-04,São Vicente,552,PSD,787,PS,197,IL,106,L,105,CH,144,PAN
2025-02-05,São Vicente,733,PSD,1117,PS,273,IL,150,L,152,CH,202,PAN
2025-02-06,São Vicente,1167,PSD,1845,PS,434,IL,238,L,234,CH,327,PAN
2025-02-07,São Vicente,2292,PSD,3384,PS,805,IL,450,L,457,CH,587,PAN
2025-02-08,São Vicente,2506,PSD,3627,PS,888,IL,502,L,490,CH,651,PAN
2025-02-09,São Vicente,2542,PSD,3900,PS,917,IL,517,L,524,CH,675,PAN
2025-02-10,São Vicente,2935,PSD,4450,PS,1080,IL,614,L,611,CH,818,PAN
2025-02-01,Campo de Ourique,138,PSD,216,PS,59,IL,34,L,20,CH,59,PAN
2025-02-02,Campo de Ourique,328,PSD,501,PS,147,IL,84,L,48,CH,141,PAN
2025-02-03,Campo de Ourique,225,PSD,334,PS,94,IL,57,L,33,CH,95,PAN
2025-02-04,Campo de Ourique,512,PSD,741,PS,214,IL,127,L,72,CH,221,PAN
2025-02-05,Campo de Ourique,710,PSD,1045,PS,307,IL,176,L,101,CH,306,PAN
2025-02-06,Campo de Ourique,1094,PSD,1646,PS,466,IL,275,L,159,CH,489,PAN
2025-02-07,Campo de Ourique,2137,PSD,3205,PS,922,IL,525,L,292,CH,911,PAN
2025-02-08,Campo de Ourique,2282,PSD,3431,PS,962,IL,591,L,333,CH,990,PAN
2025-02-09,Campo de Ourique,2412,PSD,3631,PS,1021,IL,597,L,347,CH,992,PAN
2025-02-10,Campo de Ourique,2730,PSD,4132,PS,1205,IL,706,L,409,CH,1213,PAN
2025-02-01,Ajuda,244,PSD,156,PS,73,IL,30,L,25,CH,20,PAN
2025-02-02,Ajuda,564,PSD,377,PS,183,IL,72,L,59,CH,48,PAN
2025-02-03,Ajuda,376,PSD,251,PS,119,IL,48,L,41,CH,33,PAN
2025-02-04,Ajuda,847,PSD,575,PS,272,IL,110,L,90,CH,72,PAN
2025-02-05,Ajuda,1212,PSD,807,PS,367,IL,147,L,128,CH,99,PAN
2025-02-06,Ajuda,1915,PSD,1263,PS,584,IL,246,L,197,CH,164,PAN
2025-02-07,Ajuda,3577,PSD,2348,PS,1136,IL,443,L,369,CH,292,PAN
2025-02-08,Ajuda,3993,PSD,2563,PS,1228,IL,503,L,412,CH,326,PAN
2025-02-09,Ajuda,3976,PSD,2794,PS,1246,IL,504,L,432,CH,332,PAN
2025-02-10,Ajuda,4662,PSD,3128,PS,1500,IL,612,L,503,CH,395,PAN
2025-02-01,Alcântara,90,PSD,123,PS,165,IL,55,L,15,CH,25,PAN
2025-02-02,Alcântara,210,PSD,294,PS,380,IL,133,L,36,CH,61,PAN
2025-02-03,Alcântara,145,PSD,195,PS,263,IL,87,L,23,CH,39,PAN
2025-02-04,Alcântara,333,PSD,427,PS,567,IL,200,L,53,CH,90,PAN
2025-02-05,Alcântara,444,PSD,603,PS,802,IL,282,L,76,CH,127,PAN
2025-02-06,Alcântara,730,PSD,935,PS,1304,IL,444,L,119,CH,203,PAN
2025-02-07,Alcântara,1381,PSD,1786,PS,2356,IL,843,L,230,CH,373,PAN
2025-02-08,Alcântara,1506,PSD,1972,PS,2573,IL,910,L,252,CH,409,PAN
2025-02-09,Alcântara,1509,PSD,2026,PS,2686,IL,910,L,255,CH,437,PAN
2025-02-10,Alcântara,1755,PSD,2388,PS,3201,IL,1076,L,304,CH,494,PAN
2025-02-01,Santo António,259,PSD,140,PS,84,IL,20,L,36,CH,24,PAN
2025-02-02,Santo António,613,PSD,331,PS,198,IL,49,L,83,CH,61,PAN
2025-02-03,Santo António,405,PSD,222,PS,136,IL,31,L,57,CH,40,PAN
2025-02-04,Santo António,911,PSD,497,PS,304,IL,70,L,129,CH,89,PAN
2025-02-05,Santo António,1327,PSD,707,PS,429,IL,98,L,174,CH,122,PAN
2025-02-06,Santo António,2088,PSD,1105,PS,661,IL,158,L,279,CH,202,PAN
2025-02-07,Santo António,3790,PSD,2115,PS,1285,IL,304,L,515,CH,376,PAN
2025-02-08,Santo António,4386,PSD,2360,PS,1380,IL,334,L,588,CH,399,PAN
2025-02-09,Santo António,4416,PSD,2350,PS,1483,IL,337,L,608,CH,435,PAN
2025-02-10,Santo António,5263,PSD,2750,PS,1739,IL,390,L,689,CH,511,PAN
2025-02-01,Arroios,79,PSD,128,PS,167,IL,58,L,20,CH,29,PAN
2025-02-02,Arroios,188,PSD,308,PS,396,IL,146,L,47,CH,71,PAN
2025-02-03,Arroios,130,PSD,194,PS,265,IL,94,L,32,CH,49,PAN
2025-02-04,Arroios,295,PSD,451,PS,617,IL,213,L,70,CH,105,PAN
2025-02-05,Arroios,388,PSD,641,PS,854,IL,300,L,100,CH,153,PAN
2025-02-06,Arroios,657,PSD,973,PS,1387,IL,469,L,162,CH,235,PAN
2025-02-07,Arroios,1195,PSD,1887,PS,2552,IL,890,L,303,CH,453,PAN
2025-02-08,Arroios,1335,PSD,2015,PS,2763,IL,969,L,329,CH,485,PAN
2025-02-09,Arroios,1380,PSD,2150,PS,2887,IL,1047,L,346,CH,503,PAN
2025-02-10,Arroios,1641,PSD,2442,PS,3367,IL,1229,L,393,CH,612,PAN
2025-02-01,Penha de França,126,PSD,240,PS,46,IL,40,L,35,CH,20,PAN
2025-02-02,Penha de França,294,PSD,577,PS,109,IL,94,L,82,CH,48,PAN
2025-02-03,Penha de França,204,PSD,395,PS,71,IL,64,L,56,CH,32,PAN
2025-02-04,Penha de França,445,PSD,839,PS,159,IL,142,L,127,CH,71,PAN
2025-02-05,Penha de França,617,PSD,1184,PS,231,IL,195,L,175,CH,98,PAN
2025-02-06,Penha de França,983,PSD,1974,PS,363,IL,328,L,288,CH,162,PAN
2025-02-07,Penha de França,1926,PSD,3550,PS,688,IL,617,L,523,CH,295,PAN
2025-02-08,Penha de França,1996,PSD,3853,PS,749,IL,638,L,572,CH,333,PAN
2025-02-09,Penha de França,2064,PSD,4037,PS,785,IL,673,L,597,CH,343,PAN
2025-02-10,Penha de França,2544,PSD,4664,PS,885,IL,800,L,691,CH,395,PAN
2025-02-01,Beato,109,PSD,223,PS,31,IL,51,L,30,CH,35,PAN
2025-02-02,Beato,263,PSD,540,PS,72,IL,122,L,72,CH,85,PAN
2025-02-03,Beato,179,PSD,341,PS,48,IL,81,L,47,CH,57,PAN
2025-02-04,Beato,402,PSD,805,PS,108,IL,177,L,109,CH,124,PAN
2025-02-05,Beato,547,PSD,1119,PS,150,IL,247,L,154,CH,176,PAN
